year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,11,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",82.00,15.00,7.72,0.00,3.39,0.00,3.89,0.00,0.00,550.00,301.00,0.00,107.00,0.00,142.00
2024,11,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",82.00,10.00,5.05,1.00,1.47,0.00,2.49,0.00,2.00,559.00,298.00,55.00,48.00,0.00,158.00
2024,11,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",75.00,3.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,93.00,73.00,0.00,0.00,0.00,20.00
2024,11,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",91.00,10.00,2.53,0.00,3.86,0.00,3.61,0.00,0.00,406.00,196.00,0.00,110.00,0.00,100.00
2024,11,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2531.00,284.00,67.83,14.56,88.76,0.00,112.85,2.00,0.00,21871.00,8273.00,1099.00,3119.00,0.00,9380.00
2024,11,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",54.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,95.00,50.00,0.00,0.00,0.00,45.00
2024,11,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",30.00,3.00,0.72,0.00,2.05,0.00,0.23,0.00,0.00,134.00,38.00,0.00,83.00,0.00,13.00
2024,11,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",112.00,7.00,2.02,0.00,1.72,0.00,3.27,0.00,0.00,267.00,113.00,0.00,44.00,0.00,110.00
2024,11,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",80.00,7.00,2.71,0.00,1.14,0.00,3.15,0.00,0.00,163.00,72.00,0.00,26.00,0.00,65.00
2024,11,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",58.00,4.00,1.67,0.00,0.33,0.00,2.00,0.00,0.00,243.00,165.00,0.00,28.00,0.00,50.00
2024,11,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",58.00,7.00,2.00,0.00,1.03,0.00,3.97,0.00,0.00,433.00,229.00,0.00,19.00,0.00,185.00
2024,11,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",35.00,5.00,4.32,0.00,0.68,0.00,0.00,0.00,0.00,442.00,415.00,0.00,27.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",38.00,3.00,2.54,0.00,0.46,0.00,0.00,0.00,0.00,113.00,98.00,0.00,15.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",155.00,11.00,0.14,0.00,7.14,0.00,3.72,0.00,0.00,560.00,13.00,0.00,234.00,0.00,313.00
2024,11,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",199.00,16.00,4.44,0.00,4.16,0.00,7.40,0.00,0.00,797.00,291.00,0.00,97.00,0.00,409.00
2024,11,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",131.00,14.00,5.88,0.00,3.59,0.00,4.53,0.00,0.00,576.00,227.00,0.00,108.00,0.00,241.00
2024,11,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",224.00,21.00,8.31,1.61,6.10,0.00,4.97,0.00,1.00,849.00,351.00,70.00,217.00,0.00,211.00
2024,11,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",177.00,17.00,5.91,0.00,4.30,0.00,6.79,0.00,1.00,455.00,122.00,0.00,85.00,0.00,248.00
2024,11,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",175.00,9.00,3.73,0.00,4.49,0.00,0.78,0.00,0.00,532.00,219.00,0.00,208.00,0.00,105.00
2024,11,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",171.00,9.00,3.00,0.00,3.68,0.00,2.32,0.00,0.00,391.00,208.00,0.00,85.00,0.00,98.00
2024,11,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",277.00,25.00,10.60,0.00,7.52,0.00,6.87,0.00,0.00,1383.00,595.00,0.00,353.00,0.00,435.00
2024,11,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",19.00,5.00,2.37,0.00,2.61,0.00,0.02,0.00,0.00,159.00,91.00,0.00,67.00,0.00,1.00
2024,11,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",29.00,4.00,1.98,1.00,1.02,0.00,0.00,0.00,0.00,201.00,119.00,66.00,16.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",82.00,10.00,5.41,2.80,1.23,0.00,0.55,2.00,1.00,1930.00,169.00,1536.00,144.00,0.00,81.00
2024,11,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",502.00,61.00,8.40,4.00,15.46,0.00,33.14,0.00,0.00,4606.00,1333.00,355.00,744.00,0.00,2174.00
2024,11,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",59.00,4.00,0.82,0.00,2.96,0.00,0.21,0.00,0.00,234.00,84.00,0.00,136.00,0.00,14.00
2024,11,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",26.00,3.00,1.50,0.00,0.00,1.00,0.50,0.00,0.00,84.00,51.00,0.00,0.00,20.00,13.00
2024,11,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",155.00,35.00,3.97,0.41,26.66,0.00,3.96,0.00,0.00,1809.00,337.00,73.00,1047.00,0.00,352.00
2024,11,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",78.00,8.00,2.53,2.78,0.51,0.00,2.18,0.00,0.00,1444.00,196.00,1108.00,15.00,0.00,125.00
2024,11,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",210.00,15.00,4.30,0.00,9.05,0.00,1.65,0.00,0.00,558.00,193.00,0.00,246.00,0.00,119.00
2024,11,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1056.00,73.00,23.37,2.21,10.43,0.00,36.99,0.00,0.00,4421.00,1748.00,192.00,585.00,0.00,1896.00
2024,11,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",77.00,9.00,6.78,0.00,1.06,0.00,1.16,0.00,0.00,991.00,869.00,0.00,26.00,0.00,96.00
2024,11,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",140.00,43.00,1.63,0.00,37.93,0.00,3.45,0.00,0.00,3196.00,101.00,0.00,2751.00,0.00,344.00
2024,11,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",10.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,15.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",56.00,7.00,2.50,0.00,1.51,0.00,2.99,0.00,0.00,319.00,127.00,0.00,32.00,0.00,160.00
2024,11,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",4.00,1.00,0.00,0.00,0.55,0.00,0.45,0.00,0.00,33.00,0.00,0.00,18.00,0.00,15.00
2024,11,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",23.00,4.00,1.08,0.00,1.22,0.00,1.70,0.00,0.00,151.00,38.00,0.00,57.00,0.00,56.00
2024,11,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",104.00,6.00,1.26,0.00,3.59,0.00,1.15,0.00,0.00,332.00,92.00,0.00,164.00,0.00,76.00
2024,11,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",159.00,10.00,1.42,0.00,3.64,0.00,4.93,0.00,0.00,367.00,72.00,0.00,137.00,0.00,158.00
2024,11,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",60.00,4.00,1.54,0.00,0.16,0.00,2.30,0.00,1.00,122.00,48.00,0.00,5.00,0.00,69.00
2024,11,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",86.00,8.00,6.79,0.00,1.00,0.00,0.21,0.00,0.00,305.00,270.00,0.00,19.00,0.00,16.00
2024,11,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",20.00,2.00,1.79,0.00,0.21,0.00,0.00,0.00,0.00,57.00,51.00,0.00,6.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",20.00,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,113.00,63.00,0.00,50.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",125.00,14.00,8.19,0.00,1.35,0.00,4.46,0.00,0.00,527.00,290.00,0.00,35.00,0.00,202.00
2024,11,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",171.00,11.00,0.36,0.00,6.63,0.00,4.01,0.00,0.00,365.00,22.00,0.00,197.00,0.00,146.00
2024,11,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",58.00,4.00,0.86,0.00,0.54,0.00,2.60,0.00,0.00,170.00,32.00,0.00,11.00,0.00,127.00
2024,11,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",60.00,8.00,1.93,0.00,3.60,0.00,2.46,0.00,0.00,196.00,70.00,0.00,78.00,0.00,48.00
2024,11,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",69.00,5.00,1.33,0.00,2.57,0.00,1.10,0.00,0.00,175.00,71.00,0.00,56.00,0.00,48.00
2024,11,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1213.00,91.00,20.60,5.82,41.07,0.00,23.51,0.00,1.00,4999.00,1265.00,357.00,2032.00,0.00,1345.00
2024,11,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",89.00,9.00,4.84,0.00,1.37,0.00,2.79,0.00,0.00,478.00,254.00,0.00,35.00,0.00,189.00
2024,11,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2318.00,223.00,57.01,4.41,106.29,0.00,55.29,0.00,0.00,16734.00,7169.00,423.00,5265.00,0.00,3877.00
2024,11,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",25.00,4.00,0.80,0.00,0.18,0.00,3.03,0.00,0.00,165.00,32.00,0.00,7.00,0.00,126.00
2024,11,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",25.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,61.00,0.00,0.00,61.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",150.00,15.00,5.75,0.00,8.16,0.00,1.10,0.00,1.00,581.00,277.00,0.00,238.00,0.00,66.00
2024,11,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",124.00,12.00,3.33,4.36,1.13,0.00,3.18,0.00,0.00,368.00,62.00,152.00,26.00,0.00,128.00
2024,11,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",74.00,6.00,2.00,0.00,3.00,0.00,1.00,0.00,0.00,261.00,160.00,0.00,74.00,0.00,27.00
2024,11,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad Cities International",58.00,10.00,5.22,0.00,2.05,0.00,2.73,0.00,0.00,449.00,328.00,0.00,50.00,0.00,71.00
2024,11,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",77.00,10.00,7.76,1.00,0.24,0.00,1.00,0.00,3.00,371.00,221.00,47.00,10.00,0.00,93.00
2024,11,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",78.00,3.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,117.00,15.00,0.00,16.00,0.00,86.00
2024,11,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",35.00,5.00,3.49,0.00,1.41,0.00,0.10,0.00,0.00,494.00,373.00,0.00,107.00,0.00,14.00
2024,11,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",602.00,55.00,10.50,2.58,13.57,0.00,28.36,0.00,0.00,3187.00,524.00,140.00,512.00,0.00,2011.00
2024,11,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",29.00,3.00,1.38,0.00,0.08,0.00,1.54,0.00,0.00,155.00,72.00,0.00,4.00,0.00,79.00
2024,11,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",95.00,9.00,4.27,1.00,0.36,0.00,3.37,0.00,0.00,473.00,242.00,24.00,10.00,0.00,197.00
2024,11,9E,Endeavor Air Inc.,OKC,"Oklahoma City, OK: Will Rogers World",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",35.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,32.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,22.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",157.00,20.00,3.32,0.00,12.28,0.00,4.39,0.00,0.00,933.00,183.00,0.00,344.00,0.00,406.00
2024,11,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",24.00,2.00,0.47,0.00,1.47,0.00,0.07,0.00,0.00,35.00,7.00,0.00,27.00,0.00,1.00
2024,11,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",28.00,3.00,1.90,0.00,1.10,0.00,0.00,0.00,0.00,338.00,281.00,0.00,57.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",97.00,7.00,0.27,0.00,3.14,0.00,3.58,0.00,0.00,370.00,6.00,0.00,91.00,0.00,273.00
2024,11,9E,Endeavor Air Inc.,PNS,"Pensacola, FL: Pensacola International",20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",47.00,6.00,0.00,0.00,3.00,0.00,3.00,0.00,1.00,251.00,0.00,0.00,153.00,0.00,98.00
2024,11,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",32.00,4.00,2.89,0.00,1.11,0.00,0.00,0.00,0.00,201.00,132.00,0.00,69.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",59.00,6.00,0.56,0.00,5.44,0.00,0.00,0.00,1.00,138.00,10.00,0.00,128.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",496.00,61.00,6.45,0.00,8.21,0.00,46.34,0.00,1.00,3738.00,204.00,0.00,345.00,0.00,3189.00
2024,11,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",121.00,6.00,1.71,0.00,1.39,0.00,2.91,0.00,0.00,316.00,59.00,0.00,40.00,0.00,217.00
2024,11,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",94.00,9.00,3.37,0.00,2.77,0.87,1.98,0.00,1.00,491.00,271.00,0.00,96.00,33.00,91.00
2024,11,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",236.00,17.00,3.60,0.00,6.17,0.00,7.23,0.00,0.00,807.00,173.00,0.00,263.00,0.00,371.00
2024,11,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",122.00,13.00,6.40,0.00,3.77,0.00,2.83,0.00,0.00,656.00,446.00,0.00,102.00,0.00,108.00
2024,11,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",4.00,1.00,0.00,0.00,0.29,0.00,0.71,0.00,0.00,45.00,0.00,0.00,13.00,0.00,32.00
2024,11,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",98.00,9.00,4.40,0.00,2.53,0.00,2.06,0.00,1.00,340.00,206.00,0.00,64.00,0.00,70.00
2024,11,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",85.00,7.00,3.54,0.00,0.21,0.00,3.24,0.00,0.00,163.00,103.00,0.00,4.00,0.00,56.00
2024,11,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",114.00,10.00,5.25,0.00,1.50,0.00,3.25,0.00,0.00,734.00,286.00,0.00,102.00,0.00,346.00
2024,11,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",68.00,6.00,2.00,0.00,1.00,0.00,3.00,0.00,0.00,250.00,62.00,0.00,39.00,0.00,149.00
2024,11,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",18.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,54.00,0.00,0.00,0.00,0.00,54.00
2024,11,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",64.00,6.00,2.66,1.00,1.34,0.00,1.00,0.00,0.00,220.00,104.00,42.00,37.00,0.00,37.00
2024,11,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",28.00,6.00,1.10,0.00,1.28,0.00,3.61,0.00,0.00,434.00,34.00,0.00,87.00,0.00,313.00
2024,11,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,11,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",271.00,22.00,7.80,0.00,8.45,0.00,5.75,0.00,0.00,944.00,435.00,0.00,196.00,0.00,313.00
2024,11,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",77.00,3.00,1.00,0.00,0.39,0.00,1.61,0.00,0.00,253.00,169.00,0.00,16.00,0.00,68.00
2024,11,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",270.00,26.00,11.36,0.52,9.80,0.00,4.31,0.00,2.00,1515.00,651.00,89.00,469.00,0.00,306.00
2024,11,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",247.00,42.00,13.97,1.99,9.99,0.00,16.05,4.00,0.00,2412.00,895.00,123.00,463.00,0.00,931.00
2024,11,AA,American Airlines Network,ALB,"Albany, NY: Albany International",107.00,20.00,8.85,0.12,5.87,0.00,5.16,0.00,0.00,946.00,393.00,20.00,192.00,0.00,341.00
2024,11,AA,American Airlines Network,AMA,"Amarillo, TX: Rick Husband Amarillo International",7.00,5.00,0.43,0.24,0.35,0.00,3.98,0.00,0.00,694.00,96.00,38.00,56.00,0.00,504.00
2024,11,AA,American Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",30.00,8.00,3.04,0.08,4.54,0.00,0.34,0.00,0.00,248.00,114.00,3.00,116.00,0.00,15.00
2024,11,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",587.00,99.00,50.84,2.09,16.37,0.82,28.88,4.00,0.00,7063.00,4181.00,112.00,541.00,45.00,2184.00
2024,11,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1050.00,158.00,49.67,3.31,31.16,0.09,73.77,13.00,1.00,11430.00,3597.00,200.00,1685.00,6.00,5942.00
2024,11,AA,American Airlines Network,AVL,"Asheville, NC: Asheville Regional",33.00,8.00,1.21,0.79,0.16,0.00,5.84,1.00,1.00,1167.00,208.00,27.00,7.00,0.00,925.00
2024,11,AA,American Airlines Network,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",86.00,16.00,9.16,0.58,3.29,0.00,2.98,0.00,0.00,1098.00,317.00,33.00,95.00,0.00,653.00
2024,11,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",309.00,58.00,21.36,0.63,14.93,0.00,21.09,0.00,0.00,2286.00,866.00,28.00,508.00,0.00,884.00
2024,11,AA,American Airlines Network,BFL,"Bakersfield, CA: Meadows Field",99.00,18.00,6.18,0.61,5.04,0.00,6.17,0.00,0.00,923.00,376.00,19.00,144.00,0.00,384.00
2024,11,AA,American Airlines Network,BGR,"Bangor, ME: Bangor International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,11,AA,American Airlines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",96.00,22.00,5.83,0.00,4.23,0.00,11.94,0.00,0.00,1347.00,356.00,0.00,141.00,0.00,850.00
2024,11,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",625.00,107.00,47.56,2.89,14.63,0.00,41.93,4.00,0.00,7102.00,2834.00,190.00,650.00,0.00,3428.00
2024,11,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",60.00,16.00,7.11,0.53,1.22,0.00,7.15,1.00,0.00,799.00,227.00,119.00,33.00,0.00,420.00
2024,11,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1279.00,182.00,57.11,4.84,50.96,0.00,69.08,1.00,0.00,10542.00,3065.00,233.00,2298.00,0.00,4946.00
2024,11,AA,American Airlines Network,BTV,"Burlington, VT: Burlington International",58.00,8.00,2.82,0.00,1.85,0.00,3.33,0.00,1.00,487.00,204.00,0.00,81.00,0.00,202.00
2024,11,AA,American Airlines Network,BUF,"Buffalo, NY: Buffalo Niagara International",117.00,21.00,6.58,1.26,4.41,0.00,8.75,0.00,1.00,957.00,350.00,41.00,96.00,0.00,470.00
2024,11,AA,American Airlines Network,BUR,"Burbank, CA: Bob Hope",89.00,16.00,6.75,0.72,3.28,0.80,4.45,1.00,1.00,1020.00,380.00,24.00,122.00,65.00,429.00
2024,11,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",259.00,50.00,22.06,0.64,6.57,0.48,20.25,0.00,0.00,3089.00,1220.00,43.00,260.00,76.00,1490.00
2024,11,AA,American Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",29.00,6.00,1.72,0.10,0.67,0.00,3.52,0.00,0.00,577.00,55.00,35.00,12.00,0.00,475.00
2024,11,AA,American Airlines Network,CAE,"Columbia, SC: Columbia Metropolitan",59.00,15.00,4.90,1.04,0.73,0.00,8.32,2.00,0.00,1366.00,615.00,39.00,100.00,0.00,612.00
2024,11,AA,American Airlines Network,CHS,"Charleston, SC: Charleston AFB/International",350.00,55.00,23.08,0.03,8.40,0.00,23.49,3.00,0.00,2819.00,1278.00,4.00,222.00,0.00,1315.00
2024,11,AA,American Airlines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",62.00,18.00,7.44,0.00,1.33,0.00,9.22,1.00,0.00,1430.00,531.00,1.00,65.00,0.00,833.00
2024,11,AA,American Airlines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",335.00,61.00,22.75,0.67,15.11,0.00,22.47,2.00,0.00,3042.00,1016.00,94.00,467.00,0.00,1465.00
2024,11,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",9812.00,1232.00,377.19,13.60,370.65,8.57,461.99,5.00,5.00,99069.00,44404.00,1424.00,10853.00,278.00,42110.00
2024,11,AA,American Airlines Network,CMH,"Columbus, OH: John Glenn Columbus International",267.00,47.00,18.13,0.00,7.95,0.00,20.92,1.00,1.00,2963.00,911.00,0.00,370.00,0.00,1682.00
2024,11,AA,American Airlines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",88.00,13.00,4.42,0.09,1.81,0.00,6.67,4.00,1.00,854.00,226.00,11.00,56.00,0.00,561.00
2024,11,AA,American Airlines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",237.00,48.00,16.45,0.44,10.34,0.00,20.77,0.00,0.00,2521.00,863.00,20.00,312.00,0.00,1326.00
2024,11,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",2090.00,340.00,101.72,2.98,116.48,2.27,116.54,5.00,6.00,20419.00,7756.00,170.00,4206.00,187.00,8100.00
2024,11,AA,American Airlines Network,DEN,"Denver, CO: Denver International",661.00,134.00,44.12,2.34,50.71,0.38,36.46,10.00,0.00,7338.00,2755.00,539.00,1534.00,48.00,2462.00
2024,11,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13090.00,2298.00,543.46,108.58,787.55,5.76,852.65,228.00,95.00,206051.00,67889.00,16176.00,36048.00,389.00,85549.00
2024,11,AA,American Airlines Network,DSM,"Des Moines, IA: Des Moines International",203.00,34.00,13.91,1.59,5.19,0.00,13.31,1.00,0.00,2162.00,997.00,139.00,235.00,0.00,791.00
